"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 14 10:56:02 CST 2021","Thu Jan 14 10:57:20 CST 2021","78085","testcase.test_loganalysiscenter.test_user","test_1_create_user","TestLogHome","","","首页测试",""
